gene_acronym,gene_name,gene_entrez_id,age_in_days,age,donor_sex,structure_name,expression_energy
Dbx1,developing brain homeobox 1,13172,11.5,E11.5,unknown,pontomedullary hindbrain,0.86723
Neurog2,neurogenin 2,11924,11.5,E11.5,unknown,pontomedullary hindbrain,7.35448
Neurog2,neurogenin 2,11924,11.5,E11.5,unknown,pontomedullary hindbrain,1.33146
Efnb3,ephrin B3,13643,11.5,E11.5,unknown,pontomedullary hindbrain,0.128723
Drd4,dopamine receptor D4,13491,11.5,E11.5,unknown,pontomedullary hindbrain,0.0154851
Dll1,delta-like 1 (Drosophila),13388,11.5,E11.5,unknown,pontomedullary hindbrain,2.4082
Gabrb2,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 2",14401,11.5,E11.5,unknown,pontomedullary hindbrain,0.0617491
Adam19,a disintegrin and metallopeptidase domain 19 (meltrin beta),11492,11.5,E11.5,unknown,pontomedullary hindbrain,0.185557
Ddc,dopa decarboxylase,13195,11.5,E11.5,unknown,pontomedullary hindbrain,0.0571422
Arx,aristaless related homeobox,11878,11.5,E11.5,unknown,pontomedullary hindbrain,0.053113
Evx1,even skipped homeotic gene 1 homolog,14028,11.5,E11.5,unknown,medullary hindbrain (medulla),0.374472
En1,engrailed 1,13798,11.5,E11.5,unknown,medullary hindbrain (medulla),0.3521
Evx1,even skipped homeotic gene 1 homolog,14028,11.5,E11.5,unknown,medullary hindbrain (medulla),1.90755
Dbx1,developing brain homeobox 1,13172,11.5,E11.5,unknown,medullary hindbrain (medulla),0.474844
Neurog2,neurogenin 2,11924,11.5,E11.5,unknown,medullary hindbrain (medulla),2.957
Efnb3,ephrin B3,13643,11.5,E11.5,unknown,medullary hindbrain (medulla),0.260114
Drd4,dopamine receptor D4,13491,11.5,E11.5,unknown,medullary hindbrain (medulla),0.0343132
Gbx2,gastrulation brain homeobox 2,14472,11.5,E11.5,unknown,medullary hindbrain (medulla),3.49952
Bche,butyrylcholinesterase,12038,11.5,E11.5,unknown,medullary hindbrain (medulla),0.00935249
Neurog2,neurogenin 2,11924,11.5,E11.5,unknown,medullary hindbrain (medulla),4.10776
Enc1,ectodermal-neural cortex 1,13803,11.5,E11.5,unknown,medullary hindbrain (medulla),6.65989
Calb2,calbindin 2,12308,11.5,E11.5,unknown,medullary hindbrain (medulla),2.02265
Chat,choline acetyltransferase,12647,11.5,E11.5,unknown,medullary hindbrain (medulla),0.446027
Arx,aristaless related homeobox,11878,11.5,E11.5,unknown,medullary hindbrain (medulla),0.0426377
Ddc,dopa decarboxylase,13195,11.5,E11.5,unknown,medullary hindbrain (medulla),0.123658
Gli3,GLI-Kruppel family member GLI3,14634,11.5,E11.5,unknown,medullary hindbrain (medulla),0.115104
Avp,arginine vasopressin,11998,11.5,E11.5,unknown,medullary hindbrain (medulla),0.132885
Calb2,calbindin 2,12308,11.5,E11.5,unknown,medullary hindbrain (medulla),0.591174
Egr2,early growth response 2,13654,11.5,E11.5,unknown,medullary hindbrain (medulla),0.0571126
Cdh8,cadherin 8,12564,11.5,E11.5,unknown,medullary hindbrain (medulla),0.979104
Gli1,GLI-Kruppel family member GLI1,14632,11.5,E11.5,unknown,medullary hindbrain (medulla),0.168204
Etv1,ets variant 1,14009,11.5,E11.5,unknown,medullary hindbrain (medulla),0.0280184
Epha4,Eph receptor A4,13838,11.5,E11.5,unknown,medullary hindbrain (medulla),0.486148
Chl1,cell adhesion molecule with homology to L1CAM,12661,11.5,E11.5,unknown,medullary hindbrain (medulla),1.03262
Gabrb2,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 2",14401,11.5,E11.5,unknown,medullary hindbrain (medulla),0.0909767
Eomes,eomesodermin homolog (Xenopus laevis),13813,11.5,E11.5,unknown,medullary hindbrain (medulla),0.00672972
Cdh4,cadherin 4,12561,11.5,E11.5,unknown,medullary hindbrain (medulla),0.0584989
Adam19,a disintegrin and metallopeptidase domain 19 (meltrin beta),11492,11.5,E11.5,unknown,medullary hindbrain (medulla),0.411514
Calb1,calbindin 1,12307,11.5,E11.5,unknown,medullary hindbrain (medulla),0.0438151
Dll1,delta-like 1 (Drosophila),13388,11.5,E11.5,unknown,medullary hindbrain (medulla),3.2708
En1,engrailed 1,13798,12.5,E12.5,unknown,rostral secondary prosencephalon,0.332069
Gbx2,gastrulation brain homeobox 2,14472,12.5,E12.5,unknown,rostral secondary prosencephalon,0.102405
Eomes,eomesodermin homolog (Xenopus laevis),13813,12.5,E12.5,unknown,rostral secondary prosencephalon,0.170044
En1,engrailed 1,13798,12.5,E12.5,unknown,telencephalic vesicle,0.595626
Eomes,eomesodermin homolog (Xenopus laevis),13813,12.5,E12.5,unknown,telencephalic vesicle,3.01018
Gbx2,gastrulation brain homeobox 2,14472,12.5,E12.5,unknown,telencephalic vesicle,2.58997
Eomes,eomesodermin homolog (Xenopus laevis),13813,12.5,E12.5,unknown,peduncular (caudal) hypothalamus,0.159352
Gbx2,gastrulation brain homeobox 2,14472,12.5,E12.5,unknown,peduncular (caudal) hypothalamus,0.0613387
En1,engrailed 1,13798,12.5,E12.5,unknown,peduncular (caudal) hypothalamus,1.6596
Gbx2,gastrulation brain homeobox 2,14472,12.5,E12.5,unknown,prosomere 3,3.07039
Eomes,eomesodermin homolog (Xenopus laevis),13813,12.5,E12.5,unknown,prosomere 3,0.138317
En1,engrailed 1,13798,12.5,E12.5,unknown,prosomere 3,0.854373
Eomes,eomesodermin homolog (Xenopus laevis),13813,12.5,E12.5,unknown,prosomere 2,0.00692645
Gbx2,gastrulation brain homeobox 2,14472,12.5,E12.5,unknown,prosomere 2,16.4442
En1,engrailed 1,13798,12.5,E12.5,unknown,prosomere 2,0.738191
Gbx2,gastrulation brain homeobox 2,14472,12.5,E12.5,unknown,prosomere 1,1.05321
En1,engrailed 1,13798,12.5,E12.5,unknown,prosomere 1,0.376436
Eomes,eomesodermin homolog (Xenopus laevis),13813,12.5,E12.5,unknown,prosomere 1,0.00612221
Eomes,eomesodermin homolog (Xenopus laevis),13813,12.5,E12.5,unknown,midbrain,0.0242654
En1,engrailed 1,13798,12.5,E12.5,unknown,midbrain,2.44572
Gbx2,gastrulation brain homeobox 2,14472,12.5,E12.5,unknown,midbrain,0.30761
Eomes,eomesodermin homolog (Xenopus laevis),13813,12.5,E12.5,unknown,prepontine hindbrain,0.041527
Gbx2,gastrulation brain homeobox 2,14472,12.5,E12.5,unknown,prepontine hindbrain,2.66778
En1,engrailed 1,13798,12.5,E12.5,unknown,prepontine hindbrain,5.74656
Gbx2,gastrulation brain homeobox 2,14472,12.5,E12.5,unknown,pontine hindbrain,3.23497
Eomes,eomesodermin homolog (Xenopus laevis),13813,12.5,E12.5,unknown,pontine hindbrain,0.139654
En1,engrailed 1,13798,12.5,E12.5,unknown,pontine hindbrain,0.767067
En1,engrailed 1,13798,12.5,E12.5,unknown,pontomedullary hindbrain,0.188916
Eomes,eomesodermin homolog (Xenopus laevis),13813,12.5,E12.5,unknown,pontomedullary hindbrain,0.00780993
Gbx2,gastrulation brain homeobox 2,14472,12.5,E12.5,unknown,pontomedullary hindbrain,10.7928
Eomes,eomesodermin homolog (Xenopus laevis),13813,12.5,E12.5,unknown,medullary hindbrain (medulla),0.0407588
Gbx2,gastrulation brain homeobox 2,14472,12.5,E12.5,unknown,medullary hindbrain (medulla),12.2277
En1,engrailed 1,13798,12.5,E12.5,unknown,medullary hindbrain (medulla),0.314519
Enc1,ectodermal-neural cortex 1,13803,13.5,E13.5,unknown,rostral secondary prosencephalon,5.12625
Gabrb2,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 2",14401,13.5,E13.5,unknown,rostral secondary prosencephalon,0.0390804
Erbb2,"v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)",13866,13.5,E13.5,unknown,rostral secondary prosencephalon,0.78414
Calb1,calbindin 1,12307,13.5,E13.5,unknown,rostral secondary prosencephalon,0.0808881
Evx1,even skipped homeotic gene 1 homolog,14028,13.5,E13.5,unknown,rostral secondary prosencephalon,0.253149
Eomes,eomesodermin homolog (Xenopus laevis),13813,13.5,E13.5,unknown,rostral secondary prosencephalon,0.0749608
Chat,choline acetyltransferase,12647,13.5,E13.5,unknown,rostral secondary prosencephalon,0.0183512
Egr2,early growth response 2,13654,13.5,E13.5,unknown,rostral secondary prosencephalon,0.00770474
Calb2,calbindin 2,12308,13.5,E13.5,unknown,rostral secondary prosencephalon,0.506553
Dll1,delta-like 1 (Drosophila),13388,13.5,E13.5,unknown,rostral secondary prosencephalon,2.85325
Egr2,early growth response 2,13654,13.5,E13.5,unknown,rostral secondary prosencephalon,1.59099
Neurog2,neurogenin 2,11924,13.5,E13.5,unknown,rostral secondary prosencephalon,4.31344
En1,engrailed 1,13798,13.5,E13.5,unknown,rostral secondary prosencephalon,0.0257756
Epha4,Eph receptor A4,13838,13.5,E13.5,unknown,rostral secondary prosencephalon,0.488804
Arx,aristaless related homeobox,11878,13.5,E13.5,unknown,rostral secondary prosencephalon,5.57788
Cdh8,cadherin 8,12564,13.5,E13.5,unknown,rostral secondary prosencephalon,3.40097
Gli1,GLI-Kruppel family member GLI1,14632,13.5,E13.5,unknown,rostral secondary prosencephalon,0.295676
Aatk,apoptosis-associated tyrosine kinase,11302,13.5,E13.5,unknown,rostral secondary prosencephalon,0.173939
Gli3,GLI-Kruppel family member GLI3,14634,13.5,E13.5,unknown,rostral secondary prosencephalon,0.128487
Apoe,apolipoprotein E,11816,13.5,E13.5,unknown,rostral secondary prosencephalon,4.1396
Etv1,ets variant 1,14009,13.5,E13.5,unknown,rostral secondary prosencephalon,0.148051
Gdf9,growth differentiation factor 9,14566,13.5,E13.5,unknown,rostral secondary prosencephalon,0.0114037
Dbx1,developing brain homeobox 1,13172,13.5,E13.5,unknown,rostral secondary prosencephalon,5.97171
Gbx2,gastrulation brain homeobox 2,14472,13.5,E13.5,unknown,rostral secondary prosencephalon,0.133126
Faah,fatty acid amide hydrolase,14073,13.5,E13.5,unknown,rostral secondary prosencephalon,0.00545521
Cdh4,cadherin 4,12561,13.5,E13.5,unknown,rostral secondary prosencephalon,0.158317
Avp,arginine vasopressin,11998,13.5,E13.5,unknown,rostral secondary prosencephalon,0.0309169
Calb2,calbindin 2,12308,13.5,E13.5,unknown,telencephalic vesicle,1.42667
Chat,choline acetyltransferase,12647,13.5,E13.5,unknown,telencephalic vesicle,0.160237
Cdh8,cadherin 8,12564,13.5,E13.5,unknown,telencephalic vesicle,1.41652
Dll1,delta-like 1 (Drosophila),13388,13.5,E13.5,unknown,telencephalic vesicle,4.052
Epha4,Eph receptor A4,13838,13.5,E13.5,unknown,telencephalic vesicle,3.99086
Gli1,GLI-Kruppel family member GLI1,14632,13.5,E13.5,unknown,telencephalic vesicle,0.154521
Gli3,GLI-Kruppel family member GLI3,14634,13.5,E13.5,unknown,telencephalic vesicle,1.42364
Eomes,eomesodermin homolog (Xenopus laevis),13813,13.5,E13.5,unknown,telencephalic vesicle,12.7974
Evx1,even skipped homeotic gene 1 homolog,14028,13.5,E13.5,unknown,telencephalic vesicle,0.293114
Apoe,apolipoprotein E,11816,13.5,E13.5,unknown,telencephalic vesicle,2.83916
Cdh4,cadherin 4,12561,13.5,E13.5,unknown,telencephalic vesicle,0.174224
Erbb2,"v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)",13866,13.5,E13.5,unknown,telencephalic vesicle,0.503829
Etv1,ets variant 1,14009,13.5,E13.5,unknown,telencephalic vesicle,0.49539
Dbx1,developing brain homeobox 1,13172,13.5,E13.5,unknown,telencephalic vesicle,0.181477
Avp,arginine vasopressin,11998,13.5,E13.5,unknown,telencephalic vesicle,0.122164
Egr2,early growth response 2,13654,13.5,E13.5,unknown,telencephalic vesicle,2.03264
Calb1,calbindin 1,12307,13.5,E13.5,unknown,telencephalic vesicle,0.0358991
Gabrb2,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 2",14401,13.5,E13.5,unknown,telencephalic vesicle,0.11835
Gbx2,gastrulation brain homeobox 2,14472,13.5,E13.5,unknown,telencephalic vesicle,0.912176
Gdf9,growth differentiation factor 9,14566,13.5,E13.5,unknown,telencephalic vesicle,0.0276479
Enc1,ectodermal-neural cortex 1,13803,13.5,E13.5,unknown,telencephalic vesicle,6.77063
Faah,fatty acid amide hydrolase,14073,13.5,E13.5,unknown,telencephalic vesicle,0.00860214
Aatk,apoptosis-associated tyrosine kinase,11302,13.5,E13.5,unknown,telencephalic vesicle,0.131977
Arx,aristaless related homeobox,11878,13.5,E13.5,unknown,telencephalic vesicle,7.37343
Neurog2,neurogenin 2,11924,13.5,E13.5,unknown,telencephalic vesicle,6.4613
En1,engrailed 1,13798,13.5,E13.5,unknown,telencephalic vesicle,0.0356083
Egr2,early growth response 2,13654,13.5,E13.5,unknown,telencephalic vesicle,0.0217247
Calb1,calbindin 1,12307,13.5,E13.5,unknown,peduncular (caudal) hypothalamus,0.125514
Faah,fatty acid amide hydrolase,14073,13.5,E13.5,unknown,peduncular (caudal) hypothalamus,0.00369297
Chat,choline acetyltransferase,12647,13.5,E13.5,unknown,peduncular (caudal) hypothalamus,0.0406436
Egr2,early growth response 2,13654,13.5,E13.5,unknown,peduncular (caudal) hypothalamus,0.00259149
Cdh8,cadherin 8,12564,13.5,E13.5,unknown,peduncular (caudal) hypothalamus,8.54593
Etv1,ets variant 1,14009,13.5,E13.5,unknown,peduncular (caudal) hypothalamus,0.303228
Gabrb2,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 2",14401,13.5,E13.5,unknown,peduncular (caudal) hypothalamus,0.140581
Egr2,early growth response 2,13654,13.5,E13.5,unknown,peduncular (caudal) hypothalamus,2.07113
Cdh4,cadherin 4,12561,13.5,E13.5,unknown,peduncular (caudal) hypothalamus,0.217632
Gli1,GLI-Kruppel family member GLI1,14632,13.5,E13.5,unknown,peduncular (caudal) hypothalamus,0.0707701
Erbb2,"v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)",13866,13.5,E13.5,unknown,peduncular (caudal) hypothalamus,0.43795
Gli3,GLI-Kruppel family member GLI3,14634,13.5,E13.5,unknown,peduncular (caudal) hypothalamus,0.0917995
Enc1,ectodermal-neural cortex 1,13803,13.5,E13.5,unknown,peduncular (caudal) hypothalamus,7.34967
Epha4,Eph receptor A4,13838,13.5,E13.5,unknown,peduncular (caudal) hypothalamus,0.650449
Neurog2,neurogenin 2,11924,13.5,E13.5,unknown,peduncular (caudal) hypothalamus,2.87105
Evx1,even skipped homeotic gene 1 homolog,14028,13.5,E13.5,unknown,peduncular (caudal) hypothalamus,0.306782
Calb2,calbindin 2,12308,13.5,E13.5,unknown,peduncular (caudal) hypothalamus,1.2403
Arx,aristaless related homeobox,11878,13.5,E13.5,unknown,peduncular (caudal) hypothalamus,10.1692
Apoe,apolipoprotein E,11816,13.5,E13.5,unknown,peduncular (caudal) hypothalamus,2.44352
Gbx2,gastrulation brain homeobox 2,14472,13.5,E13.5,unknown,peduncular (caudal) hypothalamus,0.0495102
En1,engrailed 1,13798,13.5,E13.5,unknown,peduncular (caudal) hypothalamus,0.0337772
Gdf9,growth differentiation factor 9,14566,13.5,E13.5,unknown,peduncular (caudal) hypothalamus,0.00483867
Aatk,apoptosis-associated tyrosine kinase,11302,13.5,E13.5,unknown,peduncular (caudal) hypothalamus,0.196274
Eomes,eomesodermin homolog (Xenopus laevis),13813,13.5,E13.5,unknown,peduncular (caudal) hypothalamus,0.291894
Dll1,delta-like 1 (Drosophila),13388,13.5,E13.5,unknown,peduncular (caudal) hypothalamus,2.16415
Avp,arginine vasopressin,11998,13.5,E13.5,unknown,peduncular (caudal) hypothalamus,0.0418294
Dbx1,developing brain homeobox 1,13172,13.5,E13.5,unknown,peduncular (caudal) hypothalamus,4.13824
Egr2,early growth response 2,13654,13.5,E13.5,unknown,prosomere 3,1.11472
Cdh8,cadherin 8,12564,13.5,E13.5,unknown,prosomere 3,4.63754
Evx1,even skipped homeotic gene 1 homolog,14028,13.5,E13.5,unknown,prosomere 3,0.170542
Chat,choline acetyltransferase,12647,13.5,E13.5,unknown,prosomere 3,0.0247972
En1,engrailed 1,13798,13.5,E13.5,unknown,prosomere 3,0.102589
Apoe,apolipoprotein E,11816,13.5,E13.5,unknown,prosomere 3,2.64723
Gli1,GLI-Kruppel family member GLI1,14632,13.5,E13.5,unknown,prosomere 3,0.0447763
Arx,aristaless related homeobox,11878,13.5,E13.5,unknown,prosomere 3,13.4233
Epha4,Eph receptor A4,13838,13.5,E13.5,unknown,prosomere 3,2.22624
Etv1,ets variant 1,14009,13.5,E13.5,unknown,prosomere 3,0.127854
Avp,arginine vasopressin,11998,13.5,E13.5,unknown,prosomere 3,0.00606117
Cdh4,cadherin 4,12561,13.5,E13.5,unknown,prosomere 3,0.129457
Gdf9,growth differentiation factor 9,14566,13.5,E13.5,unknown,prosomere 3,0.00461221
Faah,fatty acid amide hydrolase,14073,13.5,E13.5,unknown,prosomere 3,0.00566844
Gbx2,gastrulation brain homeobox 2,14472,13.5,E13.5,unknown,prosomere 3,1.02042
Dbx1,developing brain homeobox 1,13172,13.5,E13.5,unknown,prosomere 3,0.830571
Gli3,GLI-Kruppel family member GLI3,14634,13.5,E13.5,unknown,prosomere 3,0.22104
Enc1,ectodermal-neural cortex 1,13803,13.5,E13.5,unknown,prosomere 3,3.90526
Neurog2,neurogenin 2,11924,13.5,E13.5,unknown,prosomere 3,4.31779
Egr2,early growth response 2,13654,13.5,E13.5,unknown,prosomere 3,0.00535507
Calb2,calbindin 2,12308,13.5,E13.5,unknown,prosomere 3,2.31038
Gabrb2,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 2",14401,13.5,E13.5,unknown,prosomere 3,0.120987
Calb1,calbindin 1,12307,13.5,E13.5,unknown,prosomere 3,0.136418
Dll1,delta-like 1 (Drosophila),13388,13.5,E13.5,unknown,prosomere 3,2.90949
Aatk,apoptosis-associated tyrosine kinase,11302,13.5,E13.5,unknown,prosomere 3,0.147542
Erbb2,"v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)",13866,13.5,E13.5,unknown,prosomere 3,0.366662
Eomes,eomesodermin homolog (Xenopus laevis),13813,13.5,E13.5,unknown,prosomere 3,0.834499
En1,engrailed 1,13798,13.5,E13.5,unknown,prosomere 2,0.357629
Dll1,delta-like 1 (Drosophila),13388,13.5,E13.5,unknown,prosomere 2,5.06953
Egr2,early growth response 2,13654,13.5,E13.5,unknown,prosomere 2,0.00703475
Faah,fatty acid amide hydrolase,14073,13.5,E13.5,unknown,prosomere 2,0.0609786
Neurog2,neurogenin 2,11924,13.5,E13.5,unknown,prosomere 2,11.1132
Gbx2,gastrulation brain homeobox 2,14472,13.5,E13.5,unknown,prosomere 2,27.1218
Gabrb2,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 2",14401,13.5,E13.5,unknown,prosomere 2,0.059407
Cdh8,cadherin 8,12564,13.5,E13.5,unknown,prosomere 2,3.83003
Etv1,ets variant 1,14009,13.5,E13.5,unknown,prosomere 2,0.111832
Cdh4,cadherin 4,12561,13.5,E13.5,unknown,prosomere 2,0.059124
Egr2,early growth response 2,13654,13.5,E13.5,unknown,prosomere 2,1.03639
Eomes,eomesodermin homolog (Xenopus laevis),13813,13.5,E13.5,unknown,prosomere 2,2.12482
Arx,aristaless related homeobox,11878,13.5,E13.5,unknown,prosomere 2,2.65763
Epha4,Eph receptor A4,13838,13.5,E13.5,unknown,prosomere 2,3.95137
Dbx1,developing brain homeobox 1,13172,13.5,E13.5,unknown,prosomere 2,2.96908
Gdf9,growth differentiation factor 9,14566,13.5,E13.5,unknown,prosomere 2,0.00498394
Calb1,calbindin 1,12307,13.5,E13.5,unknown,prosomere 2,0.544717
Chat,choline acetyltransferase,12647,13.5,E13.5,unknown,prosomere 2,0.0263252
Evx1,even skipped homeotic gene 1 homolog,14028,13.5,E13.5,unknown,prosomere 2,0.22409
Aatk,apoptosis-associated tyrosine kinase,11302,13.5,E13.5,unknown,prosomere 2,0.136457
Erbb2,"v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)",13866,13.5,E13.5,unknown,prosomere 2,0.286879
Gli1,GLI-Kruppel family member GLI1,14632,13.5,E13.5,unknown,prosomere 2,0.0519257
Gli3,GLI-Kruppel family member GLI3,14634,13.5,E13.5,unknown,prosomere 2,0.539484
Enc1,ectodermal-neural cortex 1,13803,13.5,E13.5,unknown,prosomere 2,6.16128
Calb2,calbindin 2,12308,13.5,E13.5,unknown,prosomere 2,1.04057
Apoe,apolipoprotein E,11816,13.5,E13.5,unknown,prosomere 2,3.31751
Avp,arginine vasopressin,11998,13.5,E13.5,unknown,prosomere 2,0.00854981
Faah,fatty acid amide hydrolase,14073,13.5,E13.5,unknown,prosomere 1,0.00629881
Dbx1,developing brain homeobox 1,13172,13.5,E13.5,unknown,prosomere 1,1.46827
Gabrb2,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 2",14401,13.5,E13.5,unknown,prosomere 1,0.284676
Apoe,apolipoprotein E,11816,13.5,E13.5,unknown,prosomere 1,3.52235
Calb2,calbindin 2,12308,13.5,E13.5,unknown,prosomere 1,1.10446
Egr2,early growth response 2,13654,13.5,E13.5,unknown,prosomere 1,0.00705485
Epha4,Eph receptor A4,13838,13.5,E13.5,unknown,prosomere 1,1.0289
Neurog2,neurogenin 2,11924,13.5,E13.5,unknown,prosomere 1,2.79299
Calb1,calbindin 1,12307,13.5,E13.5,unknown,prosomere 1,0.317975
Gbx2,gastrulation brain homeobox 2,14472,13.5,E13.5,unknown,prosomere 1,5.72462
Avp,arginine vasopressin,11998,13.5,E13.5,unknown,prosomere 1,0.00945576
Dll1,delta-like 1 (Drosophila),13388,13.5,E13.5,unknown,prosomere 1,4.80441
Evx1,even skipped homeotic gene 1 homolog,14028,13.5,E13.5,unknown,prosomere 1,1.31668
En1,engrailed 1,13798,13.5,E13.5,unknown,prosomere 1,4.95416
Cdh8,cadherin 8,12564,13.5,E13.5,unknown,prosomere 1,4.93543
Erbb2,"v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)",13866,13.5,E13.5,unknown,prosomere 1,0.637094
Enc1,ectodermal-neural cortex 1,13803,13.5,E13.5,unknown,prosomere 1,13.3928
Cdh4,cadherin 4,12561,13.5,E13.5,unknown,prosomere 1,0.273571
Egr2,early growth response 2,13654,13.5,E13.5,unknown,prosomere 1,2.54949
Aatk,apoptosis-associated tyrosine kinase,11302,13.5,E13.5,unknown,prosomere 1,0.419924
Gli3,GLI-Kruppel family member GLI3,14634,13.5,E13.5,unknown,prosomere 1,0.409457
Chat,choline acetyltransferase,12647,13.5,E13.5,unknown,prosomere 1,0.0476663
Gdf9,growth differentiation factor 9,14566,13.5,E13.5,unknown,prosomere 1,0.00730626
Arx,aristaless related homeobox,11878,13.5,E13.5,unknown,prosomere 1,0.260071
